title,mapped_industry,position_level
PMO – SAP S/4HANA (m/f/d),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
PMO Specialist,Marketing & Creative,"[""specialist"", ""senior specialist""]"
PMO,Marketing & Creative,"[""specialist""]"
PMS Support Specialist with German,IT & Digital Tech,"[""specialist""]"
PO Kierownika - Kierowniczki Departamentu / Reserved / Forum,Technical Sales & B2B,"[""team manager""]"
PO Lidera - Liderki Zmiany / Sinsay / Karuzela / Biała Podlaska,Technical Sales & B2B,"[""assistant""]"
Podcast / Audio Sales Specialist,Technical Sales & B2B,"[""specialist""]"
Podinspektor do Wydziału Zakupów Bieżących w Departamencie Organizacji,Logistics & Supply Chain,"[""specialist""]"
"Podinspektor/podinspektorka, inspektor/inspektorka, st. inspektor/st. inspektorka, specjalista/specjalistka w Dziale Finansowo - Rozliczeniowym",Finance & Banking,"[""specialist"", ""senior specialist""]"
Podinspektor w Wydziale Remontów Budynków i Lokali,Construction & Real Estate,"[""specialist""]"
Podinspektor w Wydziale Zamówień Publicznych K/M,Legal & Compliance,"[""senior specialist""]"
Podisnpektor / inspektor / główny specjalista ds. inwestycji i remontów,Engineering & Design,"[""senior specialist""]"
Podleśniczy / instruktor techniczny,Legal & Compliance,"[""specialist""]"
Podleśniczy,Marketing & Creative,"[""manual worker""]"
Podolog,Medicine & Pharma,"[""manual worker""]"
Podolog,Marketing & Creative,"[""specialist""]"
Podolog,Marketing & Creative,"[""manual worker""]"
Podolog - Kosmetyczka,Medicine & Pharma,"[""specialist""]"
Podolog / Manicurzystka,Medicine & Pharma,"[""specialist""]"
Podolog,Medicine & Pharma,"[""specialist""]"
Podwykonawca Termomodernizacja – Ocieplenia Budynków Jednorodzinnych,Marketing & Creative,"[""manual worker""]"
Pokojowa,Hospitality & Gastronomy,"[""manual worker""]"
Pokojowa,Hospitality & Gastronomy,"[""assistant""]"
Pokojowa / Pokojowy,Marketing & Creative,"[""manual worker""]"
Pokojowa / Pokojowy - Hotel Experior Boutique,Hospitality & Gastronomy,"[""manual worker""]"
Pokojowa / Pokojowy – sezon letni 2026,Marketing & Creative,"[""manual worker""]"
Pokojówka,Hospitality & Gastronomy,"[""assistant""]"
Pokojówka / Pokojowy ze znajomością j. niemieckiego lub angielskiego,Customer Service & Admin,"[""manual worker""]"
Pokojowy / Pokojowa - Teatro Hotel 4* Warszawa,Hospitality & Gastronomy,"[""manual worker""]"
Polish Customer Contracts Officer – Based in Bucharest (Relocation from Poland),IT & Digital Tech,"[""specialist""]"
Polish Language Reviewer,IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Położna Operacyjna / Położny Operacyjny - Instrumentariuszka / Instrumentariusz - Pielęgniarz / Pielęgniarka,Medicine & Pharma,"[""specialist""]"
Położna / Położny,Medicine & Pharma,"[""specialist""]"
Położny/Położna Środowiskowo-Rodzinna,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Położny/Położna,Medicine & Pharma,"[""junior specialist"", ""specialist""]"
Polski Agent / Agentka Sprzedaży,Finance & Banking,"[""junior specialist"", ""specialist""]"
Pomoc administracyjna bloku żywienia,Customer Service & Admin,"[""assistant""]"
Pomoc Apteczna - Osoba do sprzątania- Targówek ul. Głębocka 15,Medicine & Pharma,"[""manual worker""]"
Pomoc Automatyka - Instalator - z możliwością przyuczenia,Engineering & Design,"[""trainee""]"
Pomoc Domowa - Para Gospodarzy Domowych,Construction & Real Estate,"[""team manager""]"
Pomoc fryzjerska,Medicine & Pharma,"[""trainee"", ""assistant""]"
Pomoc fryzjersko-kosmetyczna,Medicine & Pharma,"[""manual worker""]"
Pomoc IT / Serwis Terenowy,IT & Digital Tech,"[""specialist""]"
Pomoc kadrowa,HR & Recruitment,"[""assistant""]"
Pomoc krawiecka,Marketing & Creative,"[""manual worker""]"
Pomoc księgowa (k/m),Finance & Banking,"[""assistant"", ""junior specialist""]"
Pomoc księgowa - (k/m),Finance & Banking,"[""assistant""]"
Pomoc księgowego,Finance & Banking,"[""assistant""]"
Pomoc Księgowej,Finance & Banking,"[""assistant"", ""junior specialist""]"
Pomoc Księgowej,Finance & Banking,"[""assistant""]"
Pomoc księgowej - wspólnoty mieszkaniowe,Finance & Banking,"[""assistant""]"
Pomoc kuchenna - Barmanka,Hospitality & Gastronomy,"[""manual worker""]"
Pomoc kuchenna,Marketing & Creative,"[""manual worker""]"
Pomoc Kuchenna,Hospitality & Gastronomy,"[""manual worker""]"
Pomoc Kuchenna - Kucharka,Hospitality & Gastronomy,"[""manual worker""]"
Pomoc kuchenna (m/k),Marketing & Creative,"[""specialist""]"
Pomoc kuchenna (m/k),Marketing & Creative,"[""manual worker""]"
Pomoc kuchenna M/K,Hospitality & Gastronomy,"[""manual worker""]"
Pomoc kuchenna/ Pomocnik kuchenny,Marketing & Creative,"[""manual worker""]"
Pomoc kuchenna - pomocnik / pomocnica kucharza,Marketing & Creative,"[""manual worker""]"
Pomoc kuchenna - praca na kuchni,Hospitality & Gastronomy,"[""manual worker""]"
Pomoc laboratoryjna,Medicine & Pharma,"[""assistant""]"
Pomoc lakiernika,Marketing & Creative,"[""manual worker""]"
Pomoc mechanika agregatów chłodniczych,Engineering & Design,"[""manual worker""]"
Pomoc mechanika,Marketing & Creative,"[""manual worker""]"
Pomoc nauczyciela/ki w przedszkolu,Education & Science,"[""assistant""]"
Pomoc nauczyciela - przedszkole,Education & Science,"[""assistant""]"
Pomoc nauczyciela,Education & Science,"[""assistant""]"
Pomoc optyczna,Medicine & Pharma,"[""assistant""]"
Pomoc w kuchni - Zmywarka (k/m),Marketing & Creative,"[""manual worker""]"
Pomoc w Rezydencji (K/M/N),Marketing & Creative,"[""manual worker""]"
Pomocniczka Elektromontera Sieciowego / Pomocnik Elektromontera Sieciowego,Skilled Trades,"[""specialist""]"
Pomocniczka Elektromontera Sieciowego / Pomocnik Elektromontera Sieciowego w Wydziale Utrzymania Sieci,Skilled Trades,"[""specialist""]"
Pomocniczka/Pomocnik elektromontera Dział Usług Sieciowych Ciechanów,Engineering & Design,"[""manual worker""]"
Pomocniczka / Pomocnik elektromontera zabezpieczeń i telemechaniki,Engineering & Design,"[""manual worker""]"
Pomocniczy pracownik produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik Blacharza (k/m),Engineering & Design,"[""manual worker""]"
Pomocnik/ca operatora Linii Technologicznej - produkcja rury wielowarstwowej,Marketing & Creative,"[""manual worker""]"
Pomocnik/-czka Konserwatora Urządzeń Dźwigowych,Skilled Trades,"[""assistant"", ""junior specialist""]"
Pomocnik dekarza,Marketing & Creative,"[""manual worker""]"
Pomocnik drukarza (m/k),Marketing & Creative,"[""manual worker""]"
Pomocnik drukarza,Marketing & Creative,"[""manual worker""]"
Pomocnik działu produkcji stolarki aluminiowej K/M,Skilled Trades,"[""manual worker""]"
Pomocnik dziewiarza,Marketing & Creative,"[""manual worker""]"
Pomocnik elektromontera,Skilled Trades,"[""manual worker""]"
Pomocnik elektryka - elektromontera,Engineering & Design,"[""manual worker""]"
Pomocnik elektryka (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik elektryka,Skilled Trades,"[""manual worker""]"
Pomocnik elektryka (m / k / n),Skilled Trades,"[""manual worker""]"
Pomocnik hydraulika,Skilled Trades,"[""manual worker""]"
Pomocnik hydraulika,Marketing & Creative,"[""manual worker""]"
Pomocnik Instalatora oze,Engineering & Design,"[""manual worker""]"
"Pomocnik instalatora Pomp Ciepła, kotłów, klimatyzacji, fotowoltaiki.",Marketing & Creative,"[""manual worker""]"
Pomocnik kominiarza,Marketing & Creative,"[""manual worker""]"
Pomocnik Konserwatora,Marketing & Creative,"[""manual worker""]"
Pomocnik konserwatora urządzeń dźwignicowych,Engineering & Design,"[""manual worker""]"
Pomocnik konserwatora urządzeń dźwigowych (K/M),Skilled Trades,"[""manual worker""]"
Pomocnik Konserwatora Urządzeń Dźwigowych,Engineering & Design,"[""manual worker""]"
Pomocnik Konserwatora Urządzeń Dźwigowych,Skilled Trades,"[""manual worker""]"
Pomocnik koordynatora montażu (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik kosztorysanta budowlanego,Construction & Real Estate,"[""junior specialist""]"
Pomocnik ładowacz na samochodzie - śmieciarka,Marketing & Creative,"[""manual worker""]"
Pomocnik Lakiernika (K/M),Marketing & Creative,"[""manual worker""]"
Pomocnik Lakiernika (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik lakiernika (K/M),Marketing & Creative,"[""manual worker""]"
Pomocnik Lakiernika Proszkowego,Marketing & Creative,"[""manual worker""]"
Pomocnik Lakiernika Samochodowego,Skilled Trades,"[""manual worker""]"
Pomocnik Lakiernika Samochodowego (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik Lakiernika Samochodowego,Marketing & Creative,"[""manual worker""]"
Pomocnik lakiernika samochodowego,Marketing & Creative,"[""manual worker""]"
Pomocnik lakiernika - Szlifierz,Marketing & Creative,"[""manual worker""]"
Pomocnik Lidera zmiany / Pomocniczka Liderki zmiany,Marketing & Creative,"[""manual worker""]"
Pomocnik (m/k/n) montera wentylacji i klimatyzacji,Skilled Trades,"[""manual worker""]"
Pomocnik magazyniera,Marketing & Creative,"[""manual worker""]"
Pomocnik Magazyniera,Marketing & Creative,"[""manual worker""]"
Pomocnik magazyniera (k/m),Logistics & Supply Chain,"[""manual worker""]"
Pomocnik mechanika,Marketing & Creative,"[""manual worker""]"
Pomocnik Mechanika (K/M/X),Skilled Trades,"[""manual worker""]"
Pomocnik mechanika (m/k),Engineering & Design,"[""manual worker""]"
Pomocnik mechanika maszyn budowlanych (K/M),Marketing & Creative,"[""manual worker""]"
Pomocnik mechanika / Młodszy mechanik (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik Mechanika Samochodowego (f/m/d),Skilled Trades,"[""junior specialist"", ""specialist""]"
Pomocnik mechanika samochodowego,Marketing & Creative,"[""manual worker""]"
Pomocnik mechanika,Engineering & Design,"[""manual worker""]"
Pomocnik - Młodszy operator maszyn kablowych (m/k),Marketing & Creative,"[""manual worker""]"
Pomocnik montażysty mebli - praca na okres 1-2 miesięcy (K/M),Skilled Trades,"[""manual worker""]"
Pomocnik Montażysty okien,Marketing & Creative,"[""manual worker""]"
Pomocnik - Monter instalacji wentylacyjnych i klimatyzacyjnych,Skilled Trades,"[""manual worker""]"
Pomocnik montera instalacji gazowych,Skilled Trades,"[""manual worker""]"
Pomocnik montera klimatyzacji i wentylacji,Skilled Trades,"[""manual worker""]"
Pomocnik montera okien - drzwi,Skilled Trades,"[""manual worker""]"
Pomocnik montera pomp ciepła,Skilled Trades,"[""manual worker""]"
Pomocnik Montera Rurociągów (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik montera rusztowań przemysłowych lb (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik montera rusztowań,Skilled Trades,"[""manual worker""]"
Pomocnik montera wind - do przyuczenia,Engineering & Design,"[""trainee""]"
Pomocnik Montera Wind,Engineering & Design,"[""manual worker""]"
Pomocnik na auta WUKO,Skilled Trades,"[""manual worker""]"
Pomocnik na ocynkowni,Skilled Trades,"[""trainee"", ""assistant""]"
Pomocnik ogrodnika do przyuczenia,Marketing & Creative,"[""trainee""]"
Pomocnik ogrodnika,IT & Digital Tech,"[""manual worker""]"
Pomocnik Operatora (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik Operatora (K/M),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora lasera,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora linii,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora linii na placu,Logistics & Supply Chain,"[""manual worker""]"
Pomocnik operatora linii technologicznej,Marketing & Creative,"[""manual worker""]"
Pomocnik Operatora (m/k),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyn,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyn do produkcji opakowań,Marketing & Creative,"[""manual worker""]"
Pomocnik Operatora Maszyn (K/M),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyn (K/M/N),Marketing & Creative,"[""junior specialist""]"
Pomocnik Operatora maszyn (M/K/N),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyn torowych,Construction & Real Estate,"[""manual worker""]"
Pomocnik operatora maszyny drukującej (k/m/x),Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyny,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora maszyny przewiertowej,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora na produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik operatora produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik Operatora Produkcji / Operator Produkcji - K/M,Marketing & Creative,"[""manual worker""]"
Pomocnik Operatora Wytłaczarki,Marketing & Creative,"[""manual worker""]"
Pomocnik parkieciarza,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica na produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica operator maszyn CNC,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica operatora maszyn CNC- wycinarka laserowa,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica operatora / operatorki,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica Stolarza Modelarza,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocnica zmywalni,Marketing & Creative,"[""manual worker""]"
Pomocnik/pomocniczka cukiernika/cukierniczki,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka cukiernika,Hospitality & Gastronomy,"[""specialist""]"
"Pomocnik / Pomocniczka konserwacji urządzeń transportu bliskiego (windy, schody i chodniki ruchome) Warszawa",Engineering & Design,"[""junior specialist""]"
Pomocnik / Pomocniczka kucharza,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka lakiernika,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka Maszynisty Offsetowego,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka Maszynisty,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka Mechanika,Engineering & Design,"[""manual worker""]"
Pomocnik / Pomocniczka Montera Urządzeń Dźwigowych (windy),Engineering & Design,"[""junior specialist""]"
Pomocnik / Pomocniczka na produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka Odlewnika,Marketing & Creative,"[""manual worker""]"
Pomocnik/pomocniczka operatora maszyn cnc,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka operatora maszyn drukujących,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka operatora maszyny drukującej,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka piekarza,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka produkcji,Marketing & Creative,"[""manual worker""]"
Pomocnik / Pomocniczka Technika chłodnictwa,Engineering & Design,"[""manual worker""]"
Pomocnik Pracownika do działu rozbioru mięs (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik pracownika magazynu,Marketing & Creative,"[""manual worker""]"
Pomocnik produkcji - odlewnia żelaza z językiem niemieckim B1 (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik Produkcyjny / Pomocniczka Produkcyjna,Marketing & Creative,"[""manual worker""]"
Pomocnik Produkcyjny - Ślusarz,Marketing & Creative,"[""manual worker""]"
Pomocnik Produkcyjny z uprawnieniami na wózek widłowy (m/k),Marketing & Creative,"[""manual worker""]"
Pomocnik przy montażu balustrad k/m,Skilled Trades,"[""manual worker""]"
Pomocnik przy montażu znaków drogowych,Skilled Trades,"[""manual worker""]"
Pomocnik serwisanta urządzeń chłodniczych i klimatyzacyjnych (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik serwisu,Skilled Trades,"[""manual worker""]"
Pomocnik Sklejarki,Marketing & Creative,"[""manual worker""]"
Pomocnik ślusarza (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik spawacza (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik Spawacza Torowego (k/m),Skilled Trades,"[""manual worker""]"
Pomocnik stolarza,Marketing & Creative,"[""manual worker""]"
Pomocnik stolarza meblowego,Marketing & Creative,"[""manual worker""]"
Pomocnik Szefa Kuchni / Sous Chef (ze znajomością kuchni ukraińskiej),Hospitality & Gastronomy,"[""specialist""]"
Pomocnik ustawiacza,Marketing & Creative,"[""manual worker""]"
Pomocnik ustawiacza maszyn,Marketing & Creative,"[""manual worker""]"
Pomocnik w dziale lakierni z możliwością przyuczenia,Marketing & Creative,"[""manual worker""]"
Pomocnik w magazynie,Marketing & Creative,"[""manual worker""]"
Pomocnik w restauracji (k/m),Marketing & Creative,"[""manual worker""]"
Pomocnik w warsztacie ślusarskim,Marketing & Creative,"[""manual worker""]"
Pomocnik wiertacza - instalator,Marketing & Creative,"[""manual worker""]"
Pomocnik wiertacza,Skilled Trades,"[""manual worker""]"
Poprowadź swój biznes | Bafra Kebab,Marketing & Creative,"[""team manager"", ""manager""]"
Poprowadź swój biznes | kawiarnia COSTA COFFEE,Hospitality & Gastronomy,"[""team manager""]"
Poprowadź swój biznes | Kawiarnia SO Coffee na lotnisku Chopina,Technical Sales & B2B,"[""team manager""]"
